num;callsign;dmrid;name;country;ctry
8211;IZ2LQI;2222019;Salvatore;Italy;ITA
8212;IZ2LRW;2222013;Ettore;Italy;ITA
8213;IZ2LTN;2222195;Emanuele;Italy;ITA
8214;IZ2MSW;2222181;Vincenzo;Italy;ITA
8215;IZ2NAI;2222166;Matteo;Italy;ITA
8216;IZ2NAX;2222113;Gabriele;Italy;ITA
8217;IZ2NAX;2222126;Gabriele;Italy;ITA
8218;IZ2NRB;2222007;Alberto;Italy;ITA
8219;IZ2OAV;2222051;Alessandro;Italy;ITA
8220;IZ2PAG;2222077;Bonny;Italy;ITA
8221;IZ2PCE;2222111;Alessandro;Italy;ITA
8222;IZ2PTX;2222021;Jacopo;Italy;ITA
8223;IZ2QCF;2222031;Valentina;Italy;ITA
8224;IZ2QCP;2222118;Marco;Italy;ITA
8225;IZ2QDH;2222180;Fabio;Italy;ITA
8226;IZ2QXG;2222143;Gianni;Italy;ITA
8227;IZ2RML;2222046;Luca;Italy;ITA
8228;IZ2SNY;2222159;Marco;Italy;ITA
8229;IZ2SVP;2222011;Daniele;Italy;ITA
8230;IZ2SVP;2222012;Daniele;Italy;ITA
8231;IZ2SVZ;2222016;Fabio;Italy;ITA
8232;IZ2SVZ;2222054;Fabio;Italy;ITA
8233;IZ2SVZ;2222015;Fabio;Italy;ITA
8234;IZ2SXJ;2222088;Silvano;Italy;ITA
8235;IZ2TVX;2222141;Vanni;Italy;ITA
8236;IZ2TWX;2222083;Antonio;Italy;ITA
8237;IZ2UQC;2222076;Lorenzo;Italy;ITA
8238;IZ2UQD;2222080;Walla;Italy;ITA
8239;IZ2UQH;2222081;Fabio;Italy;ITA
8240;IZ2UQK;2222164;Paolo;Italy;ITA
8241;IZ2USS;2222115;Ernesto;Italy;ITA
8242;IZ2UTA;2222103;Osvaldo;Italy;ITA
8243;IZ2UTF;2222086;Roberto;Italy;ITA
8244;IZ2WBC;2222084;Claudio;Italy;ITA
8245;IZ2WXW;2222174;Dario;Italy;ITA
8246;IZ2WYA;2222163;Christian;Italy;ITA
8247;IZ2XCT;2222017;Alex;Italy;ITA
8248;IZ2XCX;2222186;Andrea;Italy;ITA
8249;IZ2XVQ;2222042;Gianluigi;Italy;ITA
8250;IZ2XZM;2222123;Nicola;Italy;ITA
8251;IZ2YAH;2222152;Gianluca;Italy;ITA
8252;IZ2YAS;2222194;Paolo;Italy;ITA
8253;IZ2YVZ;2222169;Cuomo;Italy;ITA
8254;IZ2YYM;2222170;Angela;Italy;ITA
8255;IZ2ZPH;2222151;Paolo;Italy;ITA
8256;IZ2ZPM;2222121;Paolo Luig;Italy;ITA
8257;IZ2ZSE;2222179;Andrea;Italy;ITA
8258;IZ2ZVC;2222149;Marco;Italy;ITA
8259;IZ2ZZK;2222173;Marco;Italy;ITA
8260;IZ3ALU;2223184;Walter;Italy;ITA
8261;IZ3ATU;2223129;Emanuele;Italy;ITA
8262;IZ3GAC;2223148;Stefano;Italy;ITA
8263;IZ3GNV;2223128;Franco;Italy;ITA
8264;IZ3GYS;2223028;Alessandro;Italy;ITA
8265;IZ3HPC;2223019;Giovanni;Italy;ITA
8266;IZ3HVP;2223101;Claudio;Italy;ITA
8267;IZ3JZF;2223004;Mauro;Italy;ITA
8268;IZ3JZP;2223120;Alessandro;Italy;ITA
8269;IZ3KJH;2223150;Angelo;Italy;ITA
8270;IZ3LBC;2223140;Gabriele;Italy;ITA
8271;IZ3LBC;2223104;Gabriele;Italy;ITA
8272;IZ3LIJ;2223123;Luigi;Italy;ITA
8273;IZ3LIR;2223180;Livio;Italy;ITA
8274;IZ3LQO;2223047;Otello;Italy;ITA
8275;IZ3LTB;2223016;Daniele;Italy;ITA
8276;IZ3MEZ;2223064;Francesco;Italy;ITA
8277;IZ3NWD;2223169;Carcia;Italy;ITA
8278;IZ3NWT;2223191;Tiziano;Italy;ITA
8279;IZ3OHR;2223127;Carlo;Italy;ITA
8280;IZ3QBN;2223063;Sergio;Italy;ITA
8281;IZ3QEG;2223160;Andrea;Italy;ITA
8282;IZ3QET;2223172;Danilo;Italy;ITA
8283;IZ3SMN;2223057;Angelo;Italy;ITA
8284;IZ3SNO;2223096;Gianfranco;Italy;ITA
8285;IZ3VBY;2223011;Christian;Italy;ITA
8286;IZ3VBY;2223029;Christian;Italy;ITA
8287;IZ3VCR;2223137;Andrea;Italy;ITA
8288;IZ3VEG;2223108;CARLO;Italy;ITA
8289;IZ3VIP;2223167;Francesco;Italy;ITA
8290;IZ3VLA;2223145;Scarinci;Italy;ITA
8291;IZ3WRL;2223144;Vittorio;Italy;ITA
8292;IZ3WYH;2223065;Ugo;Italy;ITA
8293;IZ3XEM;2223020;Massimo;Italy;ITA
8294;IZ3XGH;2223102;Daniele;Italy;ITA
8295;IZ3XGH;2223112;Daniele;Italy;ITA
8296;IZ3XJN;2223130;Silvano;Italy;ITA
8297;IZ3YKO;2223039;FABIO;Italy;ITA
8298;IZ3ZOI;2223132;Luca;Italy;ITA
8299;IZ3ZOK;2223170;Carlo;Italy;ITA
8300;IZ3ZOL;2223119;Daniele;Italy;ITA
8301;IZ3ZOL;2223107;Daniele;Italy;ITA
8302;IZ3ZUJ;2223048;Nicola;Italy;ITA
8303;IZ3ZUJ;2223164;Nicola;Italy;ITA
8304;IZ4HBZ;2224005;Stefano;Italy;ITA
8305;IZ4HKD;2224023;Gianluca;Italy;ITA
8306;IZ4ISN;2224019;Marco Stefano;Italy;ITA
8307;IZ4IVO;2224013;Christian;Italy;ITA
8308;IZ4OTF;2224012;Paolo;Italy;ITA
8309;IZ4OTG;2224009;Alberto;Italy;ITA
8310;IZ4RDT;2224001;Monica;Italy;ITA
8311;IZ4VSS;2224014;Luca;Italy;ITA
8312;IZ4VUG;2224006;Andrea;Italy;ITA
8313;IZ4YEP;2224002;Alex;Italy;ITA
8314;IZ4YMS;2224021;Angelo;Italy;ITA
8315;IZ5CBM;2225017;Paolo;Italy;ITA
8316;IZ5CMC;2225014;Maurizio;Italy;ITA
8317;IZ5GTL;2225009;Elia;Italy;ITA
8318;IZ5GTL;2225008;Elia;Italy;ITA
8319;IZ5HRO;2225002;Emanuele;Italy;ITA
8320;IZ5IGB;2225030;Graziano;Italy;ITA
8321;IZ5ILH;2225012;Roberto;Italy;ITA
8322;IZ5IOM;2225001;Renzo;Italy;ITA
8323;IZ5LZP;2225021;Fabio;Italy;ITA
8324;IZ5MXL;2225024;Riccardo;Italy;ITA
8325;IZ5OPQ;2225020;Nicola;Italy;ITA
8326;IZ5RGO;2225004;Alessio;Italy;ITA
8327;IZ5RGO;2225006;Alessio;Italy;ITA
8328;IZ5TIY;2225032;Daniele;Italy;ITA
8329;IZ5TJE;2225019;Mattia;Italy;ITA
8330;IZ5VVY;2225026;Maurizio;Italy;ITA
8331;IZ5WGA;2225005;Matteo;Italy;ITA
8332;IZ5YLV;2225003;Valentina;Italy;ITA
8333;IZ5YSN;2225028;Marcello;Italy;ITA
8334;IZ6BDZ;2226013;Gianni;Italy;ITA
8335;IZ6BGQ;2226016;Ermanno;Italy;ITA
8336;IZ6BRJ;2226045;Marcello;Italy;ITA
8337;IZ6BYT;2226026;Alessandro;Italy;ITA
8338;IZ6CDI;2226021;Giuseppe;Italy;ITA
8339;IZ6CLW;2226020;Andrea;Italy;ITA
8340;IZ6ERS;2226044;Lionello;Italy;ITA
8341;IZ6FGP;2226001;Mario;Italy;ITA
8342;IZ6FGP;2226008;Mario;Italy;ITA
8343;IZ6FGP;2226003;Mario;Italy;ITA
8344;IZ6FKI;2226025;Michele;Italy;ITA
8345;IZ6GVT;2226042;Antonello;Italy;ITA
8346;IZ6HHD;2226017;Nicola;Italy;ITA
8347;IZ6JRV;2226011;Samuele;Italy;ITA
8348;IZ6KCQ;2226018;Riccardo;Italy;ITA
8349;IZ6KJK;2226005;Francesco;Italy;ITA
8350;IZ6MAF;2226037;Paolo;Italy;ITA
8351;IZ6NDL;2226048;Eugenio;Italy;ITA
8352;IZ6NQG;2226049;Emilio;Italy;ITA
8353;IZ6ORC;2226041;Ciro;Italy;ITA
8354;IZ6OUF;2226030;Francesco;Italy;ITA
8355;IZ6RND;2226019;Franco;Italy;ITA
8356;IZ6UDS;2226028;Maurizio;Italy;ITA
8357;IZ6XPV;2226022;Domenico;Italy;ITA
8358;IZ7DJV;2227040;Tony;Italy;ITA
8359;IZ7DOS;2227043;Pasquale;Italy;ITA
8360;IZ7DOZ;2227062;Pasquale;Italy;ITA
8361;IZ7ECL;2227028;Tommaso;Italy;ITA
8362;IZ7ECT;2227009;Michele;Italy;ITA
8363;IZ7ECT;2227008;Michele;Italy;ITA
8364;IZ7EXO;2227048;Francesco;Italy;ITA
8365;IZ7FDR;2227004;Nicola;Italy;ITA
8366;IZ7GLK;2227060;Roberto;Italy;ITA
8367;IZ7GLL;2227033;Massimo;Italy;ITA
8368;IZ7GLL;2227002;Massimo;Italy;ITA
8369;IZ7JBB;2227047;Donato;Italy;ITA
8370;IZ7JRR;2227053;Nicola;Italy;ITA
8371;IZ7KHR;2227016;Francesco;Italy;ITA
8372;IZ7LDI;2227034;Paolo;Italy;ITA
8373;IZ7NMD;2227037;Paolo;Italy;ITA
8374;IZ7NSD;2227055;Fausto;Italy;ITA
8375;IZ7OIX;2227001;Domingo;Italy;ITA
8376;IZ7OIX;2227010;Domingo;Italy;ITA
8377;IZ7UNM;2227019;Gianfranco;Italy;ITA
8378;IZ7UOP;2227015;Vito;Italy;ITA
8379;IZ7UOR;2227044;Angelo;Italy;ITA
8380;IZ7VCU;2227022;Vincenzo;Italy;ITA
8381;IZ7WEM;2227061;Antonio;Italy;ITA
8382;IZ7WWY;2227027;Maurizio;Italy;ITA
8383;IZ7XFC;2227018;Sabino;Italy;ITA
8384;IZ7XRJ;2227023;Giuseppina;Italy;ITA
8385;IZ7ZFT;2227003;Silvio;Italy;ITA
8386;IZ7ZHD;2227050;Vitantonio;Italy;ITA
8387;IZ7ZHW;2227052;Sante Princiero;Italy;ITA
8388;IZ7ZKD;2227006;Pierfranco;Italy;ITA
8389;IZ7ZKO;2227029;Nicola;Italy;ITA
8390;IZ7ZNZ;2227025;Nicola;Italy;ITA
8391;IZ7ZZD;2227056;Giandomenico;Italy;ITA
8392;IZ8DMZ;2228029;Donato;Italy;ITA
8393;IZ8DPJ;2228042;Donato;Italy;ITA
8394;IZ8DWS;2228033;Antonio;Italy;ITA
8395;IZ8EEO;2228007;Silvestro;Italy;ITA
8396;IZ8EOB;2228030;Giuseppe;Italy;ITA
8397;IZ8EVW;2228047;Ignazio;Italy;ITA
8398;IZ8EZV;2228008;Pietro;Italy;ITA
8399;IZ8FAV;2228004;Giorgio;Italy;ITA
8400;IZ8FXI;2228031;Demetrio;Italy;ITA
8401;IZ8IYJ;2228001;Nicola;Italy;ITA
8402;IZ8PNU;2228037;Daniele;Italy;ITA
8403;IZ8QIE;2228024;Antonio;Italy;ITA
8404;IZ8QIG;2228023;Remo;Italy;ITA
8405;IZ8QKP;2228015;Michele;Italy;ITA
8406;IZ8QUR;2228034;Luigi;Italy;ITA
8407;IZ8TAM;2228038;Ciro;Italy;ITA
8408;IZ8TBI;2228039;Rino;Italy;ITA
8409;IZ8TXC;2228028;Eugenio;Italy;ITA
8410;IZ8VHA;2228027;Anna;Italy;ITA
8411;IZ8VHX;2228040;Gennaro;Italy;ITA
8412;IZ8WYU;2228018;Bruno;Italy;ITA
8413;IZ8XRW;2228048;Pierpaolo;Italy;ITA
8414;IZ8XSS;2228003;Federico;Italy;ITA
8415;IZ8XWM;2228036;Italia;Italy;ITA
8416;IZ8XWP;2228035;Giovanni;Italy;ITA
8417;IZOEHC;2220073;Luca;Italy;ITA
8418;JA1QEU;4401012;Shigeo;Japan;
8419;JA1SCW;4411005;Satoru;Japan;
8420;JA3ICQ;4413007;nobuo;Japan;
8421;JE3HCZ;4413001;Yoshiharu;Japan;
8422;JE9LMZ;4409002;toshi;Japan;
8423;JE9LMZ;4419001;Toshi;Japan;
8424;JF1CXH;4411003;Toshiro;Japan;
8425;JF2LHC;4412001;Toshimoto;Japan;
8426;JG1UZO;4401008;Satoko;Japan;
8427;JG1XMV;4411007;Arnaud;Japan;
8428;JG3FYW;4413002;YasuhiroãMori;Japan;
8429;JG3FYW;4413005;Yasuhiro;Japan;
8430;JH1BLT;4411004;Masato;Japan;
8431;JH1DVF;4411008;Junko;Japan;
8432;JH1JKJ;4401014;Makoto;Japan;
8433;JH1RDA;4401010;Satoshi;Japan;
8434;JH1TWX;4401013;Yoshimi;Japan;
8435;JH3ZMD;4413006;nobuo;Japan;
8436;JH9IIA;4409001;Ryusho;Japan;
8437;JI1LNP;4401007;Shinichi;Japan;
8438;JJ0NNU;4400002;toshirou;Japan;
8439;JJ0NNU;4400001;toshirou;Japan;
8440;JJ1MQF;4411010;Jin;Japan;
8441;JJ1MQF;4411009;Jin;Japan;
8442;JJ1MQF;4411011;Jin;Japan;
8443;JJ7KZA;4417002;Tohru;Japan;
8444;JJ7KZA;4417001;Tohru;Japan;
8445;JK1MNC;4411012;Kazuyoshi;Japan;
8446;JL1SFJ;4401005;Isao;Japan;
8447;JL3ZBS;4413004;Yoshiharu;Japan;
8448;JL3ZDF;4413003;Yasuhiro;Japan;
8449;JO1ZDS;4411014;Katori;Japan;
8450;JO3XPH;4403002;PASCAL;Japan;
8451;JP1LMJ;4411006;Kazuya;Japan;
8452;JP3KAF;4403001;Ryusho;Japan;
8453;JQ1ZAB;4411013;Katori;Japan;
8454;JQ1ZKG;4401002;Sammu;Japan;
8455;JQ1ZRS;4401004;Yokohama;Japan;
8456;JQ1ZRY;4401011;HDM;Japan;
8457;JR1NVW;4401003;Saito;Japan;
8458;JR1OFP;4401006;Norio;Japan;
8459;JR2SRH;4402001;Gosei;Japan;
8460;K0AAJ;3129046;Ronald;United States;
8461;K0ACB;3108626;Jerry;United States;
8462;K0ACM;3129014;Art;United States;USA
8463;K0AIZ;3131076;Arthur;United States;
8464;K0BAN;3108085;Philip;United States;USA
8465;K0BAT;3108180;Art;United States;USA
8466;K0BOY;3131013;Doug;United States;USA
8467;K0BOY;3131001;Doug;United States;USA
8468;K0BOY;3131002;Doug;United States;USA
8469;K0BUB;3119132;Matt;United States;
8470;K0BUM;3108122;Bryan;United States;USA
8471;K0CBD;3108539;Cody;United States;
8472;K0CCW;3108625;Bob;United States;
8473;K0CGQ;3108523;Bill;United States;
8474;K0CKW;3140079;Larry;United States;
8475;K0CQH;3119136;David;United States;
8476;K0DAN;3129019;DAN;United States;
8477;K0DAN;3129123;Dan;United States;USA
8478;K0DAN;3129119;Dan;United States;USA
8479;K0DHB;3120116;Dave;United States;USA
8480;K0DLH;3108418;David;United States;
8481;K0DOC;3108151;Larry;United States;USA
8482;K0DOC;3108082;Larry;United States;USA
8483;K0DOC;3108143;Larry;United States;USA
8484;K0DPR;3108095;Paul;United States;USA
8485;K0DPR;3108342;Paul;United States;USA
8486;K0DPR;3108178;Paul;United States;USA
8487;K0EFP;3108322;Ryan;United States;USA
8488;K0EFP;3108202;Ryan;United States;USA
8489;K0EWF;3108195;Eric;United States;USA
8490;K0FY;3131074;Charles;United States;
8491;K0FY;3131062;Charles;United States;
8492;K0GUR;3108105;Michael;United States;USA
8493;K0GUR;3108036;Michael;United States;USA
8494;K0GUR;3108137;Michael;United States;USA
8495;K0GUR;3108145;Michael;United States;USA
8496;K0HCV;3120181;Harold;United States;
8497;K0HEH;3108250;Jack;United States;USA
8498;K0HEH;3108219;Jack;United States;USA
8499;K0HTX;3108065;Dave;United States;USA
8500;K0HTX;3108059;Dave;United States;USA
8501;K0HU;3119113;Richie;United States;USA
8502;K0HVA;3108055;(Bud);United States;USA
8503;K0HYT;3108394;Michael;United States;
8504;K0IBM;3108442;Steve;United States;
8505;K0IME;3108009;MaryEllen;United States;USA
8506;K0IME;3108010;MaryEllen;United States;USA
8507;K0IRP;3108376;David;United States;
8508;K0JDM;3108517;Jim;United States;
8509;K0JDM;3108518;Jim;United States;
8510;K0JJW;3108385;Joyce;United States;
8511;K0JSC;3108559;Jeff;United States;
8512;K0JSC;3108033;Jeff;United States;USA
8513;K0JSC;3108003;Jeff;United States;USA
8514;K0JSC;3108020;Jeff;United States;USA
8515;K0JSC;3108032;Jeff;United States;USA
8516;K0JSC;3108034;Jeff;United States;USA
8517;K0JSC;3108019;Jeff;United States;USA
8518;K0JWH;3120141;Jordan;United States;USA
8519;K0KAI;3108260;Debra;United States;USA
8520;K0KI;3112472;Leslie;United States;
8521;K0KI;3112478;Leslie;United States;
8522;K0KNX;3129159;Steve;United States;
8523;K0KSM;3120023;mark;United States;
8524;K0KWN;3104239;Ronald;United States;USA
8525;K0KWN;3104312;Ronald;United States;
8526;K0LAV;3127020;Paul;United States;
8527;K0LBY;3134152;Steve;United States;
8528;K0LIN;3142082;Colin;United States;
8529;K0LMH;3108192;Lisa;United States;USA
8530;K0LOL;3120168;Dani;United States;USA
8531;K0LRB;3120034;Glenn;United States;
8532;K0LRS;3108270;Mark;United States;USA
8533;K0LTA;3108395;Chris;United States;
8534;K0LTA;3108384;Chris;United States;
8535;K0LTZ;3127029;Francis;United States;
8536;K0MC;3108594;Mike;United States;
8537;K0MCS;3129126;Mike;United States;USA
8538;K0MCS;3129132;Mike;United States;USA
8539;K0MFN;3105080;Melvin;United States;
8540;K0MKT;3108087;Dean;United States;USA
8541;K0MKT;3108282;Dean;United States;USA
8542;K0MKT;3108346;Dean;United States;USA
8543;K0MRR;3129040;Michael;United States;
8544;K0MTN;3108390;John;United States;
8545;K0NEB;3131044;Joe;United States;
8546;K0NGA;3108114;Michael;United States;USA
8547;K0NGA;3108111;Michael;United States;USA
8548;K0NGA;3108120;Michael;United States;USA
8549;K0NHV;3119120;Nick;United States;
8550;K0NR;3108410;Bob;United States;
8551;K0NR;3108275;Bob;United States;USA
8552;K0OJ;3108420;Orlin;United States;
8553;K0OJ;3108199;Orlin;United States;USA
8554;K0ON;3105078;Koon;United States;
8555;K0ONV;3108550;ronald;United States;
8556;K0ORU;3131060;Dan;United States;
8557;K0OUS;3120136;Craig;United States;USA
8558;K0PWO;3108075;David;United States;USA
8559;K0PWO;3108089;David;United States;USA
8560;K0PWO;3108061;David;United States;USA
8561;K0PWO;3108071;David;United States;USA
8562;K0RCW;3108172;Robert;United States;USA
8563;K0RET;3101003;Ryan;United States;USA
8564;K0REW;3108166;Roy;United States;USA
8565;K0REW;3108586;Roy;United States;
8566;K0RKK;3108553;Royce;United States;
8567;K0RM;3108106;Jeff;United States;USA
8568;K0RM;3108475;Jeff;United States;
8569;K0ROC;3106041;Robert;United States;USA
8570;K0RTS;3108566;Ross;United States;
8571;K0RTX;3108545;Karin;United States;
8572;K0RYY;3108285;Corey;United States;USA
8573;K0RZ;3108205;William;United States;USA
8574;K0RZ;3108233;William;United States;USA
8575;K0SCC;3108470;Stephen;United States;
8576;K0SPW;3108587;Sue;United States;
8577;K0STP;3151189;Stefan;United States;
8578;K0STP;3151197;Stefan;United States;
8579;K0TIT;3108263;Robert;United States;USA
8580;K0TIT;3108354;Robert;United States;
8581;K0TOR;3108013;James;United States;USA
8582;K0TOY;3120184;Matt;United States;
8583;K0TSK;3119101;Timothy;United States;
8584;K0TV;3133068;Jerry;United States;USA
8585;K0TZ;3108247;Robert;United States;USA
8586;K0UAV;3108516;Randolph;United States;
8587;K0UC;3127019;Brady;United States;
8588;K0WJ;3120024;Lon;United States;
8589;K0WJM;3108224;Wade;United States;USA
8590;K0WPD;3127014;Timothy;United States;
8591;K0WVM;3149055;Chad;United States;
8592;K0XK;3108261;Zeke;United States;USA
8593;K0XM;3137701;Chuck;United States;
8594;K0XM;3120028;Chuck;United States;
8595;K0YEQ;3120117;Fred;United States;USA
8596;K0YEQ;3120120;Fred;United States;USA
8597;K0YXC;3108188;Keith;United States;USA
8598;K1AH;3109158;Vincent;United States;
8599;K1AMO;3120127;Jack;United States;USA
8600;K1ATT;3125184;Anthony;United States;
8601;K1AUG;3109253;Mark;United States;
8602;K1BMC;3125105;Brian;United States;USA
8603;K1BMC;3112479;Brian;United States;
8604;K1BOS;3125030;John;United States;USA
8605;K1BOS;3125084;John;United States;USA
8606;K1BSH;3112482;Bernd;United States;
8607;K1BTH;3125150;Blake;United States;
8608;K1BUZ;3112566;Richard;United States;
8609;K1CF;3133041;Wayne;United States;USA
8610;K1CF;3133042;Wayne;United States;USA
8611;K1CMM;3109163;Donald;United States;
8612;K1CMT;3109342;Christopher;United States;
8613;K1CSP;3109362;John;United States;
8614;K1CUI;3133012;Dan;United States;USA
8615;K1CW;3112637;Michael;United States;
8616;K1CWT;3109309;Charles;United States;
8617;K1CWT;3109229;Charles;United States;
8618;K1CYW;3109211;Richard;United States;
8619;K1DDN;3108218;Amanda;United States;USA
8620;K1DFO;3106042;Walt;United States;USA
8621;K1DKT;3123043;Dirk;United States;
8622;K1DKT;3123046;Dirk;United States;
8623;K1DMR;3137050;Ken;United States;USA
8624;K1DMR;3137049;Ken;United States;USA
8625;K1DO;3134075;Al;United States;USA
8626;K1DQ;3123004;Dan;United States;USA
8627;K1DQ;3123020;Danny;United States;
8628;K1DSP;3133055;Dave;United States;USA
8629;K1DUG;3137063;Steve;United States;USA
8630;K1EAK;3109311;Ferdinand;United States;
8631;K1EB;3113091;Noel;United States;
8632;K1EIC;3109113;Betsey;United States;
8633;K1EIR;3109174;Barbara;United States;
8634;K1EMD;3109151;Norman;United States;
8635;K1EP;3125066;Edward;United States;USA
8636;K1EXE;3109137;Bill;United States;
8637;K1FGE;3112181;Fred;United States;USA
8638;K1FHT;3109107;Frank;United States;
8639;K1FJ;3126535;Frank;United States;
8640;K1GEO;3105006;George;United States;USA
8641;K1GGS;3106885;Rusty;United States;
8642;K1GJQ;3104120;Jerry;United States;USA
8643;K1HAD;3109205;Allen;United States;
8644;K1HFR;3125199;Jonathan;United States;
8645;K1HLP;3125034;Marc;United States;USA
8646;K1HLP;3125035;Marc;United States;USA
8647;K1ICQ;3109176;Mike;United States;
8648;K1IED;3109334;Larry;United States;
8649;K1IF;3117361;John;United States;
8650;K1IIG;3109005;Steve;United States;USA
8651;K1IIG;3109056;Steve;United States;
8652;K1IKE;3109047;Joseph;United States;
8653;K1IMD;3136150;Jon;United States;USA
8654;K1IMD;3136162;Jon;United States;USA
8655;K1IR;3125067;Jim;United States;USA
8656;K1JC;3133043;Joe;United States;USA
8657;K1JC;3133005;Joe;United States;USA
8658;K1JCL;3109131;AL;United States;
8659;K1JCL;3109020;Al;United States;USA
8660;K1JFT;3109366;John;United States;
8661;K1JJS;3123024;John;United States;
8662;K1JSH;3109372;James;United States;
8663;K1JSH;3109085;James;United States;
8664;K1JWB;3125021;John;United States;USA
8665;K1JWB;3125022;John;United States;USA
8666;K1JWP;3125200;John;United States;
8667;K1KDA;3151201;Kenneth;United States;
8668;K1KU;3150041;Darrel;United States;
8669;K1LEY;3132030;Kiley;United States;USA
8670;K1LJG;3112091;Lawrence;United States;USA
8671;K1LLL;3144006;Jon;United States;
8672;K1LNX;3147003;Stephen;United States;USA
8673;K1LNX;3147002;Stephen;United States;USA
8674;K1LTM;3133084;John;United States;
8675;K1LVA;3133058;Jarrod;United States;USA
8676;K1MDF;3125072;Matthew;United States;USA
8677;K1MF;3109057;Elliott;United States;
8678;K1MGY;3125163;Mark;United States;
8679;K1MIX;3106751;Michael;United States;
8680;K1MIZ;3133061;Charles;United States;USA
8681;K1MLG;3109141;Michael;United States;
8682;K1MOT;3133013;MARC;United States;USA
8683;K1MTS;3133101;Jim;United States;
8684;K1NEG;3109083;Nelson;United States;
8685;K1NET;3133137;Stephen;United States;
8686;K1NET;3133081;Stephen;United States;
8687;K1NKS;3109384;Jack;United States;
8688;K1NKS;3109349;Jack;United States;
8689;K1OC;3137317;Tony;United States;
8690;K1OJH;3125192;Richard;United States;
8691;K1OOO;3150011;Robert;United States;
8692;K1OPQ;3133073;David;United States;
8693;K1OTA;3125136;Ken;United States;
8694;K1OX;3133048;Ted;United States;USA
8695;K1OX;3133044;Ted;United States;USA
8696;K1PAI;3109390;Roger;United States;
8697;K1PDY;3133117;Ronald;United States;
8698;K1PJS;3133089;Peter;United States;
8699;K1PRE;3125085;David;United States;USA
8700;K1QVC;3133057;Paul;United States;USA
8701;K1RDG;3109068;Drum;United States;
8702;K1RE;3133069;Ron;United States;USA
8703;K1RE;3133067;Ron;United States;USA
8704;K1REM;3125110;Robert;United States;
8705;K1RJZ;3133024;Rick;United States;USA
8706;K1RJZ;3133037;Rick;United States;USA
8707;K1ROR;3109359;Randy;United States;
8708;K1ROR;3109369;Randy;United States;
8709;K1SAH;3153096;Seth;United States;
8710;K1SCI;3109159;STEWART;United States;
8711;K1SEI;3109337;Tage;United States;
8712;K1SOX;3109217;Brian;United States;
8713;K1SP;3148172;MATTHEW;United States;
8714;K1SUB;3125058;Peter;United States;USA
8715;K1SUZ;3133127;Susan;United States;
8716;K1TA;3109215;Tom;United States;
8717;K1TA;3109231;Tom;United States;
8718;K1TCB;3145190;Ron;United States;
8719;K1TCB;3145049;Ron;United States;USA
8720;K1TJ;3108131;Thomas;United States;USA
8721;K1TJ;3108132;Thomas;United States;USA
8722;K1TMM;3109018;Thomas;United States;
8723;K1TR;3133070;Ed;United States;USA
8724;K1TSB;3145144;Timothy;United States;
8725;K1TWF;3125107;Mike;United States;
8726;K1UTS;3125155;Bill;United States;
8727;K1UX;3109293;Michael;United States;
8728;K1UX;3109294;Michael;United States;
8729;K1VGF;3109186;Kevin;United States;
8730;K1VI;3109185;Mike;United States;
8731;K1VK;3125075;Paul;United States;USA
8732;K1VSC;3109148;Ronald;United States;
8733;K1WER;3133006;Dave;United States;USA
8734;K1WYQ;3109203;Toy;United States;
8735;K1XFC;3109284;Philip;United States;
8736;K1XJM;3125019;Jason;United States;USA
8737;K1XML;3125135;Alexander;United States;
8738;K1XS;3109367;Ken;United States;
8739;K1YFY;3123049;Brenda;United States;
8740;K1YFY;3123048;Brenda;United States;
8741;K1ZE;3109013;Ed;United States;USA
8742;K1ZKJ;3133035;Bill;United States;USA
8743;K1ZMR;3109129;Michael;United States;
8744;K1ZS;3133102;David;United States;
8745;K1ZZ;3109043;David;United States;
8746;K2AAU;3136091;Authur;United States;USA
8747;K2ACK;3106698;Alan;United States;
8748;K2ACY;3134036;Gary;United States;USA
8749;K2ACY;3134035;Gary;United States;USA
8750;K2AD;3108109;Doug;United States;USA
8751;K2AD;3108108;Doug;United States;USA
8752;K2AD;3108058;Doug;United States;USA
8753;K2AD;3108139;Doug;United States;USA
8754;K2ADS;3132153;Al;United States;USA
8755;K2AK;3104124;Jeff;United States;USA
8756;K2AK;3104123;Jeff;United States;USA
8757;K2AOH;3134163;Jim;United States;
8758;K2ATY;3136630;Alfred;United States;
8759;K2AWE;3134171;Andrew;United States;
8760;K2BBC;3134231;Simon;United States;
8761;K2CB;3134192;Eric;United States;
8762;K2CIB;3112430;John;United States;
8763;K2CPR;3137347;Patrick;United States;
8764;K2CPR;3137195;Patrick;United States;USA
8765;K2CPR;3137114;Patrick;United States;USA
8766;K2CYC;3136094;Daniel;United States;USA
8767;K2CYE;3136214;Mike;United States;USA
8768;K2DFE;3104118;Jeff;United States;USA
8769;K2DLS;3134090;Dan;United States;USA
8770;K2DMS;3148152;Daniel;United States;
8771;K2DTM;3134168;Douglas;United States;
8772;K2DVQ;3134227;Raymond;United States;
8773;K2EAW;3134081;Ed;United States;USA
8774;K2EFG;3136663;Yigal;United States;
8775;K2EPD;3134077;George;United States;USA
8776;K2EPM;3136447;Edward;United States;
8777;K2EPM;3136431;Edward;United States;
8778;K2ETA;3136639;Mark;United States;
8779;K2FAA;3136382;Richard;United States;
8780;K2FNJ;3134259;Jim;United States;
8781;K2FTP;3134167;Matthew;United States;
