num;callsign;dmrid;name;country;ctry
11183;KC7JFC;3104149;Antonio;United States;USA
11184;KC7JLU;3153031;Brad;United States;USA
11185;KC7JMA;3132194;Dave;United States;
11186;KC7JOE;3104122;Joe;United States;USA
11187;KC7KMP;3104197;Mark;United States;USA
11188;KC7MPA;3132131;Mark;United States;USA
11189;KC7MPA;3132130;Mark;United States;USA
11190;KC7MSU;3104254;DAN;United States;
11191;KC7MTO;3104064;Carmen;United States;USA
11192;KC7NP;3106696;Allen;United States;
11193;KC7OCT;3104161;Richard;United States;USA
11194;KC7QJN;3132266;William;United States;
11195;KC7RBW;3153114;Andrew;United States;
11196;KC7RBW;3153058;Andrew;United States;
11197;KC7SEA;3113045;Donald;United States;USA
11198;KC7STV;3132077;Scott;United States;
11199;KC7TWW;3108440;Michael;United States;
11200;KC7WST;3149035;DMR;United States;
11201;KC7WSU;3149012;Chris;United States;USA
11202;KC7YCX;3132267;Valley;United States;
11203;KC7YNS;3132007;Steven;United States;USA
11204;KC7YNS;3132010;Steven;United States;USA
11205;KC7YPP;3132068;Tony;United States;
11206;KC7YRA;3156002;Brad;United States;USA
11207;KC7YRA;3156001;Brad;United States;USA
11208;KC7YTK;3130006;Mike;United States;
11209;KC7ZVF;3132265;William;United States;
11210;KC8AAS;3139029;William;United States;
11211;KC8AAS;3139009;William;United States;
11212;KC8AFH;3154010;Chris;United States;
11213;KC8AFH;3154024;Chris;United States;
11214;KC8AFH;3154011;Chris;United States;
11215;KC8AJH;3154004;Douglas;United States;USA
11216;KC8AKF;3139020;Jeffery;United States;
11217;KC8BDK;3126072;Paul;United States;USA
11218;KC8BFK;3126056;Jan;United States;USA
11219;KC8BGK;3126435;Dean;United States;
11220;KC8BOO;3139269;Seneca;United States;
11221;KC8BUI;3139028;Todd;United States;
11222;KC8CFI;3139319;Nicholas;United States;
11223;KC8CJD;3139033;Keith;United States;
11224;KC8CRJ;3126486;William;United States;
11225;KC8CRK;3126241;John;United States;USA
11226;KC8CUN;3139213;Mark;United States;
11227;KC8CUN;3139214;Mark;United States;
11228;KC8DSB;3101068;Matt;United States;
11229;KC8DSB;3101032;MATT;United States;
11230;KC8DTM;3139158;Audrey;United States;USA
11231;KC8EDZ;3155006;Susan;United States;USA
11232;KC8EGV;3139071;Bryan;United States;
11233;KC8ELQ;3126105;Paul;United States;USA
11234;KC8EST;3126305;Kent;United States;USA
11235;KC8EST;3126115;RACES;United States;USA
11236;KC8EST;3126114;RACES;United States;USA
11237;KC8EST;3126117;KCMRC;United States;USA
11238;KC8EST;3126318;Kent;United States;USA
11239;KC8EST;3126116;KCMRC;United States;USA
11240;KC8EST;3126304;Kent;United States;USA
11241;KC8EST;3126312;Kent;United States;USA
11242;KC8EST;3126311;Kent;United States;USA
11243;KC8EST;3126313;Kent;United States;USA
11244;KC8EST;3126119;KCMRC;United States;USA
11245;KC8EST;3126309;Kent;United States;USA
11246;KC8EST;3126120;KCMRC;United States;USA
11247;KC8EST;3126301;Kent;United States;USA
11248;KC8EST;3126111;RACES;United States;USA
11249;KC8EST;3126303;Kent;United States;USA
11250;KC8EST;3126118;KCMRC;United States;USA
11251;KC8EST;3126314;Kent;United States;USA
11252;KC8EST;3126106;RACES;United States;USA
11253;KC8EST;3126308;Kent;United States;USA
11254;KC8EST;3126306;Kent;United States;USA
11255;KC8EST;3126109;RACES;United States;USA
11256;KC8EST;3126108;RACES;United States;USA
11257;KC8EST;3126110;RACES;United States;USA
11258;KC8EST;3126319;Kent;United States;USA
11259;KC8EST;3126112;RACES;United States;USA
11260;KC8EST;3126315;Kent;United States;USA
11261;KC8EST;3126302;Kent;United States;USA
11262;KC8EST;3126320;Kent;United States;USA
11263;KC8EST;3126317;Kent;United States;USA
11264;KC8EST;3126107;RACES;United States;USA
11265;KC8EST;3126307;Kent;United States;USA
11266;KC8EST;3126113;RACES;United States;USA
11267;KC8EST;3126316;Kent;United States;USA
11268;KC8EST;3126310;Kent;United States;USA
11269;KC8FYQ;3126327;Gerald;United States;USA
11270;KC8FYQ;3126290;Gerald;United States;USA
11271;KC8GMR;3139003;Gordon;United States;USA
11272;KC8GWH;3139043;Jeremy;United States;
11273;KC8HFH;3142063;Odell;United States;
11274;KC8HVT;3126192;David;United States;USA
11275;KC8IRK;3126371;Kathryn;United States;
11276;KC8IT;3154036;Tim;United States;
11277;KC8IWQ;3126559;Bill;United States;
11278;KC8KJF;3126537;Albert;United States;
11279;KC8KKC;3139230;Barry;United States;
11280;KC8LGR;3154027;Roger;United States;
11281;KC8LMI;3126132;Bryan;United States;USA
11282;KC8LMI;3126030;Bryan;United States;USA
11283;KC8LTS;3126144;T;United States;USA
11284;KC8LTS;3126143;T;United States;USA
11285;KC8LTS;3126140;T;United States;USA
11286;KC8LTS;3126063;Timothy;United States;USA
11287;KC8MLB;3112616;Robert;United States;
11288;KC8MLB;3112615;Robert;United States;
11289;KC8MSE;3126162;Tim;United States;USA
11290;KC8MSE;3126163;Tim;United States;USA
11291;KC8NNO;3147094;Jeff;United States;
11292;KC8NNO;3147095;Jeff;United States;
11293;KC8NNX;3126359;James;United States;
11294;KC8NYH;3139181;Shane;United States;USA
11295;KC8NZJ;3139292;Mathew;United States;
11296;KC8OGE;3126235;Joseph;United States;USA
11297;KC8OGE;3126365;Joseph;United States;
11298;KC8OGE;3126364;Joseph;United States;
11299;KC8ONR;3139313;Daniel;United States;
11300;KC8OX;3126384;Ralph;United States;
11301;KC8P;3126474;Mariusz;United States;
11302;KC8PQZ;3126293;Mary;United States;USA
11303;KC8PTE;3118003;David;United States;USA
11304;KC8PUN;3126070;Jeffrey;United States;USA
11305;KC8QAV;3126104;Patrick;United States;USA
11306;KC8QVO;3139278;Steve;United States;
11307;KC8QVX;3126332;Mark;United States;USA
11308;KC8QYW;3126038;Kari;United States;USA
11309;KC8REH;3126492;Charles;United States;
11310;KC8REH;3126134;Charles;United States;USA
11311;KC8RJT;3139180;Jon;United States;USA
11312;KC8RYF;3126534;Daniel;United States;
11313;KC8RYW;3139079;Jonathan;United States;
11314;KC8SWF;3126576;Barbara;United States;
11315;KC8SZR;3126509;Rory;United States;
11316;KC8TAI;3154040;JOSHUA;United States;
11317;KC8TXA;3139058;Evan;United States;
11318;KC8TXA;3139301;Evan;United States;
11319;KC8TXA;3139302;Evan;United States;
11320;KC8UMO;3126157;Michelle;United States;USA
11321;KC8UMO;3126036;Michelle;United States;USA
11322;KC8UMP;3126155;Frederick;United States;USA
11323;KC8UMP;3126031;Fred;United States;USA
11324;KC8WCC;3126368;Mark;United States;
11325;KC8YGT;3126035;Sean;United States;USA
11326;KC8YGT;3126156;Sean;United States;USA
11327;KC8YQL;3139086;William;United States;
11328;KC8YVF;3126374;Ronald;United States;
11329;KC8YXA;3139304;John;United States;
11330;KC8ZIQ;3126222;Bryan;United States;USA
11331;KC8ZKC;3139077;steve;United States;
11332;KC8ZPI;3126211;Ryan;United States;USA
11333;KC8ZPI;3126147;Ryan;United States;USA
11334;KC8ZUM;3117105;Daniel;United States;USA
11335;KC8ZXF;3126282;Dale;United States;USA
11336;KC9AAX;3147228;George;United States;
11337;KC9ACU;3118204;Dan;United States;
11338;KC9ADK;3117073;Anthony;United States;
11339;KC9ALR;3117004;Jason;United States;USA
11340;KC9ANC;3117209;Dan;United States;USA
11341;KC9AWX;3108408;Wayne;United States;
11342;KC9AXZ;3155033;Jon;United States;
11343;KC9BGK;3118444;LARRY;United States;
11344;KC9BUH;3118181;Michael;United States;
11345;KC9BXA;3117149;Ken;United States;
11346;KC9CFM;3118159;Jamie;United States;
11347;KC9CFM;3118134;Jamie;United States;
11348;KC9CHE;3118104;Gregory;United States;
11349;KC9CMJ;3117404;Brian;United States;USA
11350;KC9CSZ;3117096;Neil;United States;USA
11351;KC9CUK;3117364;Erich;United States;
11352;KC9CXE;3112565;Jon;United States;
11353;KC9DKC;3118308;Dave;United States;
11354;KC9DKC;3118355;Dave;United States;
11355;KC9DTO;3117186;Anibal;United States;
11356;KC9DTO;3117306;Annibal;United States;USA
11357;KC9EIM;3118152;David;United States;
11358;KC9EMT;3118427;James;United States;
11359;KC9ERL;3118228;Bill;United States;
11360;KC9FSB;3117156;Sean;United States;USA
11361;KC9GCQ;3117244;justin;United States;
11362;KC9GLV;3117165;Donna;United States;USA
11363;KC9GMH;3118332;ADAM;United States;
11364;KC9GMW;3155047;Brian;United States;
11365;KC9GMY;3155024;Ryan;United States;USA
11366;KC9GMY;3155023;Ryan;United States;USA
11367;KC9GNQ;3112411;Frank;United States;
11368;KC9HEP;3118384;Michael;United States;
11369;KC9HHF;3155099;Linda;United States;
11370;KC9HI;3118425;James;United States;
11371;KC9HLV;3117403;George;United States;USA
11372;KC9HYY;3155061;Nathan;United States;
11373;KC9IHZ;3118191;Raymond;United States;
11374;KC9IKX;3118438;James;United States;
11375;KC9IL;3117271;Warren;United States;USA
11376;KC9IL;3117208;Warren;United States;USA
11377;KC9IPM;3118282;Mike;United States;
11378;KC9IXK;3118142;Charles;United States;
11379;KC9IXL;3118175;Bill;United States;
11380;KC9IYD;3118245;Neil;United States;
11381;KC9JBY;3126352;Mike;United States;
11382;KC9JI;3117235;Jack;United States;USA
11383;KC9JZM;3117451;Jerry;United States;
11384;KC9JZM;3117452;Jerry;United States;
11385;KC9KCA;3117450;Terry;United States;
11386;KC9KCA;3117449;Terry;United States;
11387;KC9KFV;3118169;Carla;United States;
11388;KC9KJY;3117286;Rick;United States;USA
11389;KC9KJY;3117281;Rick;United States;USA
11390;KC9KK0;3117158;J;United States;USA
11391;KC9KK0;3117157;J;United States;USA
11392;KC9KKO;3117263;JP;United States;USA
11393;KC9KKO;3117262;JP;United States;USA
11394;KC9KKO;3117264;JP;United States;USA
11395;KC9L;3117126;Chris;United States;
11396;KC9LCS;3117358;Marc;United States;
11397;KC9LEA;3117148;Joe;United States;
11398;KC9LHA;3118052;Joshua;United States;
11399;KC9LHA;3118012;Joshua;United States;USA
11400;KC9LHP;3118165;Oparka;United States;
11401;KC9LQB;3117443;joseph;United States;
11402;KC9LQS;3117101;Dawn;United States;USA
11403;KC9LWC;3108276;Matt;United States;USA
11404;KC9LYJ;3118190;Dick;United States;
11405;KC9LYM;3113105;Will;United States;
11406;KC9LYT;3117402;Jim;United States;USA
11407;KC9MGE;3129150;Robert;United States;USA
11408;KC9MGE;3129154;Robert;United States;USA
11409;KC9MIC;3118453;Rory;United States;
11410;KC9MLN;3118358;Douglas;United States;
11411;KC9MNE;3117365;Paul;United States;
11412;KC9MNL;3117310;Steve;United States;USA
11413;KC9MNL;3117297;Steve;United States;USA
11414;KC9MVQ;3118437;John;United States;
11415;KC9NAS;3118196;Roderick;United States;
11416;KC9NAT;3118194;Edward;United States;
11417;KC9NCF;3117431;Daniel;United States;
11418;KC9NCS;3117061;Lawrence;United States;
11419;KC9NCS;3117060;Lawrenece;United States;
11420;KC9NGZ;3155017;Richard;United States;USA
11421;KC9NNC;3118371;Virgil;United States;
11422;KC9NRH;3117372;Cathy;United States;
11423;KC9NSA;3117189;Michael;United States;USA
11424;KC9NTO;3118295;Adam;United States;
11425;KC9NTO;3118080;Adam;United States;
11426;KC9NUW;3117455;Konrad;United States;
11427;KC9OEM;3117093;Kane;United States;USA
11428;KC9OFF;3117100;Ryan;United States;USA
11429;KC9ONA;3117385;Andy;United States;
11430;KC9OPW;3117407;George;United States;USA
11431;KC9OUT;3118448;Ronald;United States;
11432;KC9OYW;3118167;Chadney;United States;
11433;KC9PHD;3118443;Will;United States;
11434;KC9PHK;3117444;Michael;United States;
11435;KC9PLK;3117303;Max;United States;USA
11436;KC9PLK;3117036;max;United States;
11437;KC9QCJ;3118029;Wayne;United States;USA
11438;KC9QCN;3155097;James;United States;
11439;KC9QPM;3117031;Donald;United States;
11440;KC9QPM;3117029;Donald;United States;
11441;KC9QPM;3117195;Donald;United States;USA
11442;KC9QPO;3112268;Daniel;United States;
11443;KC9QXD;3155018;Heather;United States;USA
11444;KC9QYM;3117465;Andrew;United States;
11445;KC9QZE;3118112;Chris;United States;
11446;KC9RAT;3155028;Francis;United States;
11447;KC9RAT;3155051;Francis;United States;
11448;KC9RAT;3155027;Francis;United States;
11449;KC9RAX ;3118156;Scott;United States;
11450;KC9RJA;3118024;Roger;United States;USA
11451;KC9RML;3117214;Keith;United States;USA
11452;KC9RMV;3118300;Ronald;United States;
11453;KC9RNJ;3117405;Jeremy;United States;USA
11454;KC9RNO;3118166;Jeffrey;United States;
11455;KC9ROG;3117343;Michael;United States;
11456;KC9RTJ;3118100;Jayson;United States;
11457;KC9RTS;3117021;Michel;United States;USA
11458;KC9RTS;3117332;Michel;United States;
11459;KC9RXU;3117216;Troy;United States;USA
11460;KC9SDU;3118054;Frank;United States;
11461;KC9SEQ;3117071;Matthew;United States;
11462;KC9SIT;3117349;Ryan;United States;
11463;KC9SIZ;3118202;Christopher;United States;
11464;KC9SKV;3118254;Andy;United States;
11465;KC9SKV;3118263;Andy;United States;
11466;KC9SZF;3118338;Chris;United States;
11467;KC9SZF;3118260;Chris;United States;
11468;KC9SZI;3117304;Ben;United States;USA
11469;KC9SZI;3117035;Benjamin;United States;
11470;KC9TAT;3117081;Chris;United States;
11471;KC9TDX;3117326;Robert;United States;
11472;KC9TEL;3118331;BILL;United States;
11473;KC9TEW;3118205;JEFF;United States;
11474;KC9TIJ;3118396;George;United States;
11475;KC9TIS;3118178;Charles;United States;
11476;KC9TKJ;3118110;Christopher;United States;
11477;KC9TWX;3118381;Travis;United States;
11478;KC9TWX;3118271;TRAVIS;United States;
11479;KC9TYA;3118433;Mark;United States;
11480;KC9UCI;3117394;Nick;United States;
11481;KC9UHI;3155021;Matthew;United States;USA
11482;KC9UHI;3155055;Matthew;United States;
11483;KC9UHI;3155077;Matthew;United States;
11484;KC9UII;3118299;Matthew;United States;
11485;KC9UIP;3117250;Joe;United States;USA
11486;KC9UIP;3117215;Joe;United States;USA
11487;KC9UNK;3155082;Kelsey;United States;
11488;KC9UNS;3118199;Benjamin;United States;
11489;KC9USB;3117417;Brian;United States;
11490;KC9USH;3118224;Stuart;United States;
11491;KC9VFR;3118304;Christopher;United States;
11492;KC9VKE;3155035;Bruce;United States;
11493;KC9VND;3117425;robert;United States;
11494;KC9VPO;3118197;Ryan;United States;
11495;KC9VQX;3155034;Matt;United States;
11496;KC9VUL;3118114;Mark;United States;
11497;KC9VVX;3117181;Jeff;United States;
11498;KC9WDL;3117055;Frank;United States;
11499;KC9WFZ;3117167;Karen;United States;USA
11500;KC9WID;3118065;David;United States;USA
11501;KC9WLR;3118086;Michael;United States;
11502;KC9WRB;3117076;Erich;United States;USA
11503;KC9YCH;3117440;Mike;United States;
11504;KC9YEU;3118258;David;United States;
11505;KC9YHE;3118354;John;United States;
11506;KC9YTJ;3118172;Nathan;United States;
11507;KC9ZIA;3117324;Arnold;United States;USA
11508;KC9ZKX;3118382;Darcy;United States;
11509;KC9ZKX;3118387;Darcy;United States;
11510;KC9ZLD;3117460;KEVIN;United States;
11511;KC9ZMH;3118128;Ryan;United States;
11512;KCOYWX;3108377;Riley;United States;
11513;KD0APH;3108535;Mark;United States;
11514;KD0BER;3108461;Paul;United States;
11515;KD0BHG;3112273;Steven;United States;
11516;KD0CJS;3108027;Brett;United States;USA
11517;KD0CSE;3131056;Jasper;United States;
11518;KD0CUC;3108159;Steve;United States;USA
11519;KD0CYJ;3120102;Shannon;United States;USA
11520;KD0CYJ;3120157;Shannon;United States;USA
11521;KD0DDU;3131034;Robert;United States;USA
11522;KD0DLU;3112329;Robert;United States;
11523;KD0DUJ;3108565;chris;United States;
11524;KD0DUJ;3108060;Chris;United States;USA
11525;KD0DUJ;3108225;Chris;United States;USA
11526;KD0EAV;3129043;Jeremy;United States;
11527;KD0EJW;3148229;Josh;United States;
11528;KD0EMF;3108098;Ray;United States;USA
11529;KD0EZQ;3120146;Timothy;United States;USA
11530;KD0FFE;3112330;Carol;United States;
11531;KD0FQN;3108051;Rick;United States;USA
11532;KD0GBX;3108448;Brad;United States;
11533;KD0GN;3108449;Don;United States;
11534;KD0GPA;3156027;Elaine;United States;USA
11535;KD0HKD;3129133;Randy;United States;USA
11536;KD0ISH;3129032;Richard;United States;
11537;KD0JGR;3108582;Brian;United States;
11538;KD0JJP;3108555;Travis;United States;
11539;KD0JJP;3108414;Travis;United States;
11540;KD0JJT;3108073;Amy;United States;USA
11541;KD0JYO;3108161;Lloyd;United States;USA
11542;KD0JYO;3108162;Lloyd;United States;USA
11543;KD0KDD;3120155;Jeff;United States;USA
11544;KD0KJI;3127005;Al;United States;
11545;KD0KKV;3120022;Scott;United States;
11546;KD0KUU;3108292;David;United States;USA
11547;KD0LDR;3108378;Jeffrey;United States;
11548;KD0LFF;3120145;Floyd;United States;USA
11549;KD0MBL;3108548;Neal;United States;
11550;KD0MDL;3129048;Jennifer;United States;
11551;KD0MDP;3108366;Jeff;United States;
11552;KD0MDP;3108405;Jeff;United States;
11553;KD0MDP;3108404;Jeff;United States;
11554;KD0MGQ;3108194;Ken;United States;USA
11555;KD0MKB;3108181;Paul;United States;USA
11556;KD0MKB;3108045;Paul;United States;USA
11557;KD0MNF;3129015;Chris;United States;USA
11558;KD0MRC;3108507;James;United States;
11559;KD0MYZ;3108081;Bruce;United States;USA
11560;KD0NBO;3129152;Brian;United States;USA
11561;KD0NBO;3129151;Brian;United States;USA
11562;KD0NBO;3129153;Brian;United States;USA
11563;KD0NFW;3108446;Mark;United States;
11564;KD0NLO;3120167;Patrick;United States;USA
11565;KD0NQA;3108455;Adrian;United States;
11566;KD0NVH;3108204;Dan;United States;USA
11567;KD0ODM;3108050;Mark;United States;USA
11568;KD0OHX;3129035;Daniel;United States;
11569;KD0OHX;3129037;Daniel;United States;
11570;KD0OIC;3131018;Kelly;United States;USA
11571;KD0OMM;3108067;Don;United States;USA
11572;KD0OXV;3108591;Dustin;United States;
11573;KD0OXW;3108585;William;United States;
11574;KD0PDS;3120160;Michael;United States;USA
11575;KD0PGV;3131068;Weston;United States;
11576;KD0QCF;3108589;Steve;United States;
11577;KD0QCF;3108469;Steve;United States;
11578;KD0QCJ;3108396;Eric;United States;
11579;KD0QEI;3108196;Michael;United States;USA
11580;KD0QET;3108201;Jeremy;United States;USA
11581;KD0QJF;3108118;Kendall;United States;USA
11582;KD0QJS;3140180;Gerhardt;United States;
11583;KD0QLY;3108230;Matthew;United States;USA
11584;KD0QLY;3108229;Matthew;United States;USA
11585;KD0QMS;3108534;LaDawn;United States;
11586;KD0QMS;3108590;LaDawn;United States;
11587;KD0QYR;3146003;Dustin;United States;
11588;KD0QYY;3108334;Kjirsten;United States;USA
11589;KD0RDM;3120170;Jon;United States;USA
11590;KD0RDM;3120169;Jon;United States;USA
11591;KD0RML;3108471;Alex;United States;
11592;KD0RPF;3108278;Alan;United States;USA
11593;KD0RPH;3108454;Janice;United States;
11594;KD0RWX;3129041;Melisa;United States;
11595;KD0SEM;3108399;David;United States;
11596;KD0SGH;3120133;Aaron;United States;USA
11597;KD0SGH;3120131;Aaron;United States;USA
11598;KD0SIX;3131075;Seth;United States;
11599;KD0SIY;3108138;Scott;United States;USA
11600;KD0SNG;3108264;Orval;United States;USA
11601;KD0SOV;3108588;Carrie;United States;
11602;KD0SYC;3108215;Dominic;United States;USA
11603;KD0TAT;3106172;Hanna;United States;USA
11604;KD0TCU;3108152;Mark;United States;USA
11605;KD0TGF;3127016;Daniel;United States;
11606;KD0TGF;3127015;Daniel;United States;
11607;KD0TLS;3127021;Todd;United States;
11608;KD0TRI;3108083;Anthony;United States;USA
11609;KD0TSA;3108542;Michael;United States;
11610;KD0TVP;3119130;Robert;United States;
11611;KD0UEN;3108088;Eric;United States;USA
11612;KD0USB;3108514;prieve;United States;
11613;KD0VGL;3108386;Eric;United States;
11614;KD0VXJ;3120018;nicholas;United States;
11615;KD0VXN;3129028;Charles;United States;
11616;KD0WDQ;3131046;Michael;United States;
11617;KD0WEB;3138001;Quentin;United States;
11618;KD0WMY;3120031;Casey;United States;
11619;KD0WPS;3108468;Chad;United States;
11620;KD0WWX;3120189;Eric;United States;
11621;KD0WWX;3120188;Eric;United States;
11622;KD0YBD;3108328;Bruce;United States;USA
11623;KD0YLR;3127023;Susan;United States;
11624;KD0YUR;3108330;Murray;United States;USA
11625;KD0ZQB;3108277;Jason;United States;USA
11626;KD0ZQB;3108624;Jason;United States;
11627;KD0ZVA;3108464;Jocelyn;United States;
11628;KD0ZYF;3108564;Chris;United States;
11629;KD0ZYF;3108557;Chris;United States;
11630;KD0ZYF;3108584;Chris;United States;
11631;KD1IX;3126540;John;United States;
11632;KD1LD;3109060;James;United States;
11633;KD1VVZ;3128004;Annis;United States;
11634;KD2AAP;3134241;Anthony;United States;
11635;KD2ACM;3136080;Chris;United States;USA
11636;KD2AEL;3136361;Zachary;United States;
11637;KD2AHJ;3120164;Daniel;United States;USA
11638;KD2AKG;3134307;Paul;United States;
11639;KD2AKX;3136337;John;United States;
11640;KD2AKX;3136504;John;United States;
11641;KD2ANG;3136201;Michael;United States;USA
11642;KD2ANM;3134254;William;United States;
11643;KD2ARB;3134157;Pete;United States;
11644;KD2AU;3112608;George;United States;
11645;KD2AUY;3136516;Jay;United States;
11646;KD2AVU;3136640;Tianyi;United States;
11647;KD2BAH;3136376;kevin;United States;
11648;KD2BDU;3136636;Chris;United States;
11649;KD2BDU;3136654;christopher;United States;
11650;KD2BOR;3134335;ROCCO;United States;
11651;KD2BQM;3136189;Robert;United States;USA
11652;KD2BRR;3134195;Austin;United States;
11653;KD2BSH;3136227;Frank;United States;USA
11654;KD2BSK;3134019;John;United States;USA
11655;KD2BTM;3136520;David;United States;
11656;KD2BTN;3136151;Rafael;United States;USA
11657;KD2BVN;3134213;michael;United States;
11658;KD2CBV;3136546;Todd;United States;
11659;KD2CFH;3136273;Matt;United States;
11660;KD2CIO;3136621;Andrew;United States;
11661;KD2CJW;3136566;Steven;United States;
11662;KD2CMQ;3136413;Neill;United States;
11663;KD2CRS;3134228;Roger;United States;
11664;KD2CSJ;3136502;Michael;United States;
11665;KD2CTI;3136482;Arnold;United States;
11666;KD2CTY;3136471;Edward;United States;
11667;KD2CWZ;3136446;Philip;United States;
11668;KD2CXK;3136672;Craig;United States;
11669;KD2CXY;3136293;Nathan;United States;
11670;KD2DAW;3136170;Tyler;United States;USA
11671;KD2DHW;3136113;Alexander;United States;USA
11672;KD2DRS;3134323;Lee;United States;
11673;KD2DWI;3136607;William;United States;
11674;KD2DWN;3136429;Dov;United States;
11675;KD2DZY;3136542;john;United States;
11676;KD2DZZ;3136360;Kenneth;United States;
11677;KD2E;3134262;David;United States;
11678;KD2EDX;3136395;James;United States;
11679;KD2EE;3134146;Dan;United States;
11680;KD2EGC;3134245;George;United States;
11681;KD2EIB;3134298;Chuck;United States;
11682;KD2EKW;3136637;Robert;United States;
11683;KD2ELA;3136568;Kyle;United States;
11684;KD2ELA;3136576;Kyle;United States;
11685;KD2EOY;3134095;William;United States;USA
11686;KD2EPJ;3134270;Louis;United States;
11687;KD2EPR;3136608;David;United States;
11688;KD2EPW;3134201;Kenneth;United States;
11689;KD2EPW;3134020;Keneth;United States;
11690;KD2EQP;3134085;Scott;United States;USA
11691;KD2ERM;3134208;Eric;United States;
11692;KD2ESW;3136487;Thomas;United States;
11693;KD2EUJ;3134283;Greg;United States;
11694;KD2EWW;3136181;Sherwin;United States;USA
11695;KD2EZM;3134119;Joseph;United States;USA
11696;KD2FEL;3136595;RENEE;United States;
11697;KD2FEN;3136476;RANDOLPH;United States;
11698;KD2FHA;3134139;Christian;United States;
11699;KD2FIG;3134204;Luis;United States;
11700;KD2FJB;3136188;Eugene;United States;USA
11701;KD2FKP;3136497;BRIAN;United States;
11702;KD2FLG;3134265;John;United States;
11703;KD2FMX;3134138;Raymond;United States;
11704;KD2FOH;3136436;john;United States;
11705;KD2FVM;3136548;Dave;United States;
11706;KD2FVR;3136216;Frand;United States;USA
11707;KD2GAX;3136253;Bill;United States;
11708;KD2GEL;3136495;Ron;United States;
11709;KD2GEL;3136349;Ron;United States;
11710;KD2GFL;3134319;Robert;United States;
11711;KD2GFL;3134324;Robert;United States;
11712;KD2GFN;3136308;Bertram;United States;
11713;KD2GIO;3136296;Eduardo;United States;
11714;KD2GIO;3136320;Eduardo;United States;
11715;KD2GMJ;3134109;Danny;United States;USA
11716;KD2GMN;3134175;Jeffery;United States;
11717;KD2GOY;3134202;William;United States;
11718;KD2GSO;3134247;Anthony;United States;
11719;KD2GSQ;3136392;Anthony;United States;
11720;KD2GSW;3136509;Albert;United States;
11721;KD2GUW;3134117;Brian;United States;USA
11722;KD2GVD;3134118;Michael;United States;USA
11723;KD2GXL;3136424;Kenneth;United States;
11724;KD2GZX;3136221;Alexander;United States;USA
11725;KD2GZX;3136118;Alex;United States;USA
11726;KD2GZY;3134238;John;United States;
11727;KD2HAG;3136262;Joe;United States;
11728;KD2HCI;3134278;Javier;United States;
11729;KD2HCI;3134200;Javier;United States;
11730;KD2HGK;3136435;Christine;United States;
11731;KD2HIS;3134149;John;United States;
11732;KD2HJP;3136541;Charles;United States;
11733;KD2HLY;3136491;MICHAEL;United States;
11734;KD2HLY;3136294;Michael;United States;
11735;KD2HNX;3134312;Bernard;United States;
11736;KD2HQC;3136122;Robert;United States;
11737;KD2HQI;3136631;Yury;United States;
11738;KD2HRA;3136421;Victor;United States;
11739;KD2HUC;3136486;Steven;United States;
11740;KD2HZV;3136336;Dominic;United States;
11741;KD2IBK;3134229;JON;United States;
11742;KD2IBK;3134218;JON;United States;
11743;KD2IGG;3136591;Michael;United States;
11744;KD2IMN;3136401;Kristofer;United States;
11745;KD2INK;3136407;Timothy;United States;
11746;KD2INR;3134302;Carol;United States;
11747;KD2IRM;3136418;Steve;United States;
11748;KD2IRY;3136525;Michael;United States;
11749;KD2IRY;3136556;MICHAEL;United States;
11750;KD2IT;3136098;Jose;United States;USA
11751;KD2IT;3136318;Jose;United States;
11752;KD2IT;3136097;Jose;United States;USA
11753;KD2IXX;3136569;Albert;United States;
11754;KD2JAH;3136528;Gregory;United States;
11755;KD2JBZ;3136550;Barr;United States;
11756;KD2JCE;3136564;George;United States;
11757;KD2JCK;3134251;Barbara;United States;
11758;KD2JFF;3136554;Gary;United States;
11759;KD2JFJ;3136555;Ralph;United States;
11760;KD2JHL;3136594;Maria;United States;
11761;KD2JKV;3136651;Peter;United States;
11762;KD2JLX;3134287;Sarah;United States;
11763;KD2JMQ;3136657;Thomas;United States;
11764;KD2JUU;3136659;James;United States;
11765;KD2JVN;3136676;Kyle;United States;
11766;KD2JWK;3136667;JASON;United States;
11767;KD2MAJ;3136250;Cristian;United States;USA
11768;KD2PZ;3106613;Manfred;United States;
11769;KD2WA;3136160;Andy;United States;USA
11770;KD3FS;3142042;Charles;United States;USA
11771;KD3FS;3142044;Charles;United States;USA
11772;KD4ACG;3112270;Jason;United States;
11773;KD4ACG;3112402;Jason;United States;
11774;KD4ADL;3137021;Derek;United States;USA
11775;KD4AGQ;3137227;Dan;United States;
11776;KD4ANR;3112089;Scott;United States;USA
11777;KD4APP;3113039;Don;United States;USA
11778;KD4APP;3113066;Don;United States;
11779;KD4BJD;3137551;Paul;United States;
11780;KD4BJD;3137210;Paul;United States;USA
11781;KD4BPZ;3151011;Jay;United States;USA
11782;KD4BPZ;3151019;Jay;United States;USA
11783;KD4BPZ;3151005;Jay;United States;USA
11784;KD4CBM;3147122;Jason;United States;
11785;KD4CKS;3145255;Joseph;United States;
11786;KD4CLJ;3133141;David;United States;
11787;KD4CPG;3112041;Derek;United States;USA
11788;KD4CPG;3112036;Derek;United States;USA
11789;KD4CVR;3113110;Dale;United States;
11790;KD4CWB;3147118;Scott;United States;
11791;KD4CWB;3147119;Scott;United States;
